과목코드-분반,과목명,2016_1_1학년,2016_1_2학년,2016_1_3학년,2016_1_4학년,2016_2_1학년,2016_2_2학년,2016_2_3학년,2016_2_4학년,2017_1_1학년,2017_1_2학년,2017_1_3학년,2017_1_4학년,2017_2_1학년,2017_2_2학년,2017_2_3학년,2017_2_4학년,2018_1_1학년,2018_1_2학년,2018_1_3학년,2018_1_4학년,2018_2_1학년,2018_2_2학년,2018_2_3학년,2018_2_4학년,2019_1_1학년,2019_1_2학년,2019_1_3학년,2019_1_4학년,2019_2_1학년,2019_2_2학년,2019_2_3학년,2019_2_4학년,2020_1_1학년,2020_1_2학년,2020_1_3학년,2020_1_4학년,2020_2_1학년,2020_2_2학년,2020_2_3학년,2020_2_4학년,2021_1_1학년,2021_1_2학년,2021_1_3학년,2021_1_4학년
CSE3016-05,컴퓨터공학실험II,,,,,쿼터없음,1 : 0.60,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 1.35,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.22,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.52,쿼터없음,쿼터없음,,,,,쿼터없음,0.29 : 1,쿼터없음,쿼터없음,,,,
CSE3040-01,JAVA언어,,,,,쿼터없음,1 : 0.18,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.25,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.64,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.21,쿼터없음,쿼터없음,,,,,쿼터없음,0.71 : 1,쿼터없음,쿼터없음,,,,
CSE3081-01,알고리즘설계와분석,,,,,쿼터없음,1 : 0.43,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.37,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.60,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.47,쿼터없음,쿼터없음,,,,,쿼터없음,0.68 : 1,쿼터없음,쿼터없음,,,,
CSE3081-02,알고리즘설계와분석,,,,,쿼터없음,1 : 0.65,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.57,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.75,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.58,쿼터없음,쿼터없음,,,,,쿼터없음,0.77 : 1,쿼터없음,쿼터없음,,,,
CSE4011-01,임베디드컴퓨터구조,,,,,쿼터없음,쿼터없음,1 : 0.25,1 : 0.11,,,,,,,,,,,,,쿼터없음,쿼터없음,1 : 0.42,1 : 0.54,,,,,쿼터없음,쿼터없음,1 : 0.28,1 : 0.30,,,,,쿼터없음,쿼터없음,0.67 : 1,0.56 : 1,,,,
CSE4060-01,데이터통신개론,,,,,쿼터없음,쿼터없음,1 : 0.47,1 : 0.13,,,,,쿼터없음,쿼터없음,1 : 0.31,1 : 0.14,,,,,쿼터없음,쿼터없음,1 : 0.37,1 : 0.13,,,,,쿼터없음,쿼터없음,1 : 0.47,1 : 0.10,,,,,쿼터없음,쿼터없음,0.32 : 1,0.17 : 1,,,,
CSE4070-01,운영체제,,,,,쿼터없음,쿼터없음,1 : 0.62,1 : 0.11,,,,,쿼터없음,쿼터없음,1 : 0.47,1 : 0.13,,,,,쿼터없음,쿼터없음,1 : 0.53,1 : 0.19,,,,,쿼터없음,쿼터없음,1 : 0.65,1 : 0.17,,,,,쿼터없음,쿼터없음,0.80 : 1,0.47 : 1,,,,
CSE4070-02,운영체제,,,,,쿼터없음,쿼터없음,1 : 0.52,1 : 0.16,,,,,쿼터없음,쿼터없음,1 : 0.50,1 : 0.18,,,,,쿼터없음,쿼터없음,1 : 0.47,1 : 0.17,,,,,쿼터없음,쿼터없음,1 : 0.68,1 : 0.24,,,,,쿼터없음,쿼터없음,0.53 : 1,0.25 : 1,,,,
CSE4085-01,자동장치이론,,,,,쿼터없음,쿼터없음,1 : 0.16,1 : 0.04,,,,,쿼터없음,쿼터없음,1 : 0.20,1 : 0.15,,,,,쿼터없음,쿼터없음,1 : 0.53,1 : 0.17,,,,,쿼터없음,쿼터없음,1 : 0.42,1 : 0.15,,,,,쿼터없음,쿼터없음,0.15 : 1,0.16 : 1,,,,
CSE4095-01,파일처리,,,,,쿼터없음,쿼터없음,1 : 0.26,1 : 0.07,,,,,,,,,,,,,쿼터없음,쿼터없음,1 : 0.10,1 : 0.20,,,,,쿼터없음,쿼터없음,1 : 0.23,1 : 0.16,,,,,쿼터없음,쿼터없음,0.33 : 1,0.20 : 1,,,,
CSE4115-01,소프트웨어공학,,,,,쿼터없음,쿼터없음,1 : 0.24,1 : 0.10,쿼터없음,쿼터없음,1 : 0.77,1 : 0.84,,,,,,,,,,,,,쿼터없음,쿼터없음,1 : 0.16,1 : 0.51,,,,,쿼터없음,쿼터없음,0.19 : 1,0.25 : 1,,,,,쿼터없음,쿼터없음,0.20 : 1,0.31 : 1
CSE4152-01,고급소프트웨어실습I,,,,,쿼터없음,쿼터없음,1 : 0.84,1 : 0.44,,,,,쿼터없음,쿼터없음,1 : 0.84,1 : 1.11,,,,,쿼터없음,쿼터없음,1 : 0.52,1 : 0.12,,,,,쿼터없음,쿼터없음,1 : 1.04,1 : 0.80,,,,,쿼터없음,쿼터없음,0.68 : 1,1.00 : 1,,,,
CSE4152-02,고급소프트웨어실습I,,,,,쿼터없음,쿼터없음,1 : 1.32,1 : 1.80,,,,,쿼터없음,쿼터없음,1 : 0.60,1 : 0.60,,,,,쿼터없음,쿼터없음,1 : 1.12,1 : 0.80,,,,,쿼터없음,쿼터없음,1 : 0.96,1 : 1.67,,,,,쿼터없음,쿼터없음,0.12 : 1,0.15 : 1,,,,
CSE4152-03,고급소프트웨어실습I,,,,,쿼터없음,쿼터없음,1 : 0.20,1 : 0.16,,,,,쿼터없음,쿼터없음,1 : 0.12,1 : 0.15,,,,,쿼터없음,쿼터없음,1 : 0.28,1 : 0.22,,,,,쿼터없음,쿼터없음,1 : 0.36,1 : 0.43,,,,,쿼터없음,쿼터없음,1.52 : 1,2.60 : 1,,,,
CSE4152-04,고급소프트웨어실습I,,,,,쿼터없음,쿼터없음,1 : 0.68,1 : 0.23,,,,,쿼터없음,쿼터없음,1 : 1.00,1 : 1.00,,,,,쿼터없음,쿼터없음,1 : 0.68,1 : 0.54,,,,,쿼터없음,쿼터없음,1 : 0.72,1 : 0.42,,,,,쿼터없음,쿼터없음,0.72 : 1,1.25 : 1,,,,
CSE4177-01,인터넷프로그래밍및응용,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 0.18,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 0.32,,,,,,,,,,,,,쿼터없음,쿼터없음,1 : 1.60,1 : 0.55,,,,,쿼터없음,쿼터없음,0.03 : 1,쿼터없음,,,,
CSE4178-01,기초SOC설계,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 0.50,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 1.13,,,,,,,,,,,,,쿼터없음,쿼터없음,1 : 0.20,1 : 0.72,,,,,쿼터없음,쿼터없음,0.40 : 1,0.32 : 1,,,,
CSE4185-01,기초인공지능,,,,,쿼터없음,쿼터없음,1 : 0.26,1 : 0.18,,,,,쿼터없음,쿼터없음,1 : 0.49,1 : 0.30,,,,,쿼터없음,쿼터없음,1 : 0.31,1 : 0.20,,,,,쿼터없음,쿼터없음,1 : 0.42,1 : 0.20,,,,,쿼터없음,쿼터없음,0.51 : 1,쿼터없음,,,,
CSE4187-02,캡스톤디자인II,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 0.70,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 0.78,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 1.05,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 0.60,,,,,쿼터없음,쿼터없음,쿼터없음,0.73 : 1,,,,
CSEG311-01,대화형사용자인터페이스개론,,,,,쿼터없음,쿼터없음,신청없음,1 : 0.08,,,,,쿼터없음,쿼터없음,1 : 0.30,1 : 0.68,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 1.40,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 1.15,,,,,쿼터없음,쿼터없음,쿼터없음,0.85 : 1,,,,
CSEG414-01,분산프로그래밍,,,,,쿼터없음,쿼터없음,1 : 0.10,1 : 0.26,,,,,쿼터없음,쿼터없음,1 : 0.05,1 : 0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSEQ982-01,컴퓨터학교과교재연구및지도법,,,,,신청없음,신청없음,신청없음,1 : 0.05,,,,,신청없음,신청없음,1 : 0.10,1 : 0.03,,,,,신청없음,신청없음,1 : 0.07,1 : 0.03,,,,,신청없음,신청없음,신청없음,1 : 0.03,,,,,신청없음,신청없음,신청없음,0.03 : 1,,,,
CSW2020-01,기초Java언어,,,,,신청없음,1 : 1.48,1 : 2.20,1 : 1.75,,,,,신청없음,1 : 0.37,1 : 0.82,1 : 0.63,,,,,신청없음,1 : 0.55,1 : 0.53,1 : 0.53,,,,,신청없음,1 : 0.30,1 : 0.32,1 : 0.10,,,,,신청없음,0.23 : 1,0.40 : 1,0.28 : 1,,,,
CSW2030-01,자료구조입문,,,,,신청없음,1 : 0.77,1 : 1.44,1 : 1.80,,,,,신청없음,1 : 0.43,1 : 0.73,1 : 0.57,,,,,신청없음,1 : 0.30,1 : 0.56,1 : 0.58,,,,,1 : 0.10,1 : 0.34,1 : 0.69,1 : 0.75,,,,,신청없음,0.50 : 1,1.17 : 1,1.70 : 1,,,,
CSW2040-01,정보사회와인문학,,,,,신청없음,1 : 0.33,1 : 0.10,1 : 0.04,,,,,1 : 0.20,1 : 0.29,1 : 0.15,1 : 0.13,,,,,1 : 0.20,1 : 0.11,1 : 0.07,1 : 0.15,,,,,1 : 0.10,1 : 0.05,1 : 0.08,1 : 0.29,,,,,신청없음,0.10 : 1,0.11 : 1,0.28 : 1,,,,
CSW2050-01,코퍼스언어학,,,,,신청없음,1 : 0.20,1 : 0.14,1 : 0.07,,,,,신청없음,1 : 0.13,1 : 0.13,1 : 0.08,,,,,신청없음,1 : 0.03,1 : 0.10,1 : 0.13,,,,,신청없음,1 : 0.05,1 : 0.23,1 : 0.16,,,,,0.20 : 1,0.22 : 1,0.24 : 1,0.35 : 1,,,,
CSW2060-01,인문콘텐츠학,,,,,신청없음,1 : 0.20,1 : 0.16,신청없음,,,,,1 : 0.10,1 : 0.03,1 : 0.10,1 : 0.06,,,,,신청없음,신청없음,1 : 0.02,1 : 0.06,,,,,1 : 0.10,신청없음,1 : 0.08,1 : 0.11,,,,,신청없음,신청없음,0.08 : 1,0.21 : 1,,,,
CSW3030-01,데이터베이스입문,,,,,신청없음,1 : 0.23,1 : 0.40,1 : 0.78,,,,,신청없음,1 : 0.17,1 : 0.51,1 : 0.95,,,,,신청없음,1 : 0.03,1 : 0.37,1 : 0.78,,,,,신청없음,1 : 0.10,1 : 0.47,1 : 0.87,,,,,신청없음,0.03 : 1,0.59 : 1,1.08 : 1,,,,
CSW4010-01,융합소프트웨어종합설계,,,,,쿼터없음,쿼터없음,신청없음,1 : 0.13,,,,,쿼터없음,쿼터없음,1 : 0.40,1 : 0.75,,,,,쿼터없음,쿼터없음,1 : 0.10,1 : 0.28,,,,,쿼터없음,쿼터없음,1 : 0.13,1 : 0.32,,,,,쿼터없음,쿼터없음,0.08 : 1,0.44 : 1,,,,
ECO2002-06,경제학원론II,,,,,1 : 2.18,1 : 2.13,1 : 1.40,1 : 0.80,,,,,1 : 0.22,1 : 0.20,신청없음,1 : 0.01,,,,,1 : 1.12,1 : 1.30,1 : 0.70,1 : 0.31,,,,,1 : 0.28,1 : 0.14,신청없음,1 : 0.03,,,,,0.44 : 1,0.95 : 1,2.54 : 1,0.70 : 1,,,,
ECO2002-07,경제학원론II,,,,,1 : 3.00,1 : 1.83,1 : 1.47,1 : 1.00,,,,,1 : 4.26,1 : 4.20,1 : 5.00,1 : 2.40,,,,,1 : 0.94,1 : 0.64,1 : 0.32,1 : 0.12,,,,,,,,,,,,,,,,,,,,
ECO2002-08,경제학원론II,,,,,1 : 0.04,1 : 0.01,1 : 0.01,1 : 0.04,,,,,1 : 1.30,1 : 1.30,1 : 1.80,1 : 0.60,,,,,1 : 1.02,1 : 0.63,1 : 0.33,1 : 0.17,,,,,,,,,,,,,,,,,,,,
ECO2002-09,경제학원론II,,,,,1 : 0.67,1 : 0.49,1 : 0.13,1 : 0.09,,,,,1 : 0.54,1 : 0.17,1 : 0.04,1 : 0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECO2002-10,경제학원론II,,,,,1 : 0.11,1 : 0.11,1 : 0.03,신청없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECO3001-01,산업조직론,,,,,쿼터없음,1 : 0.07,1 : 0.31,1 : 0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECO3005-01,환경경제학,,,,,쿼터없음,1 : 0.33,1 : 0.48,1 : 0.84,,,,,쿼터없음,1 : 0.23,1 : 0.43,1 : 0.39,,,,,쿼터없음,신청없음,1 : 0.36,1 : 0.41,쿼터없음,1 : 0.07,1 : 0.18,1 : 0.28,쿼터없음,신청없음,1 : 0.40,1 : 0.56,,,,,쿼터없음,신청없음,0.46 : 1,0.75 : 1,,,,
ECO3007-01,농업경제학,,,,,쿼터없음,1 : 0.40,1 : 0.81,1 : 0.92,,,,,쿼터없음,쿼터없음,1 : 0.40,1 : 0.28,,,,,,,,,,,,,쿼터없음,1 : 0.10,1 : 0.07,1 : 0.24,,,,,,,,,,,,
ECO3010-02,국제무역론,,,,,쿼터없음,1 : 1.73,1 : 1.15,1 : 0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECO3017-01,국제경제학,,,,,쿼터없음,1 : 0.67,1 : 1.00,1 : 1.53,쿼터없음,1 : 0.23,1 : 0.83,1 : 0.83,쿼터없음,1 : 0.45,1 : 0.86,1 : 1.52,쿼터없음,1 : 1.00,1 : 1.49,1 : 1.64,,,,,,,,,쿼터없음,1 : 1.60,1 : 2.63,1 : 4.08,,,,,쿼터없음,1.20 : 1,1.20 : 1,1.20 : 1,,,,
ECO4004-01,경제수리통계학,,,,,쿼터없음,쿼터없음,1 : 0.50,1 : 0.38,,,,,쿼터없음,1 : 0.35,1 : 0.43,1 : 0.30,,,,,,,,,,,,,쿼터없음,1 : 1.40,1 : 0.83,1 : 0.65,,,,,쿼터없음,2.00 : 1,1.03 : 1,0.86 : 1,쿼터없음,0.40 : 1,0.50 : 1,0.48 : 1
ECO4005-01,게임이론,,,,,쿼터없음,1 : 0.33,1 : 0.63,1 : 0.94,,,,,쿼터없음,1 : 0.40,1 : 0.38,1 : 0.21,,,,,쿼터없음,1 : 0.60,1 : 1.06,1 : 1.26,,,,,쿼터없음,1 : 1.00,1 : 1.60,1 : 1.37,,,,,쿼터없음,1.80 : 1,0.90 : 1,1.69 : 1,,,,
ECO4022-01,경제학특강5,,,,,쿼터없음,1 : 0.60,1 : 0.38,1 : 1.00,,,,,,,,,,,,,쿼터없음,1 : 0.10,1 : 0.08,1 : 0.17,,,,,,,,,쿼터없음,0.20 : 1,0.07 : 1,0.11 : 1,쿼터없음,쿼터없음,0.20 : 1,0.23 : 1,,,,
ECO4029-01,경제학방법론,,,,,쿼터없음,쿼터없음,신청없음,1 : 0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDU3046-01,교직실무,,,,,쿼터없음,쿼터없음,1 : 0.36,1 : 0.68,,,,,쿼터없음,쿼터없음,1 : 0.32,1 : 0.60,,,,,신청없음,신청없음,1 : 0.35,1 : 0.49,,,,,쿼터없음,신청없음,1 : 1.00,1 : 0.80,쿼터없음,쿼터없음,0.25 : 1,0.51 : 1,,,,,,,,
EDUF981-01,외국어교과교육론,,,,,쿼터없음,1 : 0.10,1 : 0.29,1 : 0.09,,,,,쿼터없음,신청없음,1 : 0.50,1 : 0.30,,,,,쿼터없음,신청없음,1 : 0.40,1 : 0.18,,,,,쿼터없음,1 : 0.10,1 : 0.26,1 : 0.13,,,,,쿼터없음,신청없음,0.20 : 1,0.09 : 1,,,,
EDUF983-01,외국어교과교재연구및지도법,,,,,쿼터없음,신청없음,1 : 0.16,1 : 0.03,,,,,쿼터없음,신청없음,1 : 0.30,1 : 0.17,,,,,,,,,쿼터없음,쿼터없음,1 : 0.80,1 : 0.50,,,,,,,,,쿼터없음,0.20 : 1,0.21 : 1,0.19 : 1,,,,
EDUS982-01,과학교과논리및논술,,,,,신청없음,1 : 0.03,1 : 0.05,1 : 0.05,,,,,쿼터없음,신청없음,1 : 0.05,1 : 0.03,,,,,신청없음,신청없음,1 : 0.02,1 : 0.04,,,,,쿼터없음,신청없음,1 : 0.03,1 : 0.12,,,,,쿼터없음,0.05 : 1,0.08 : 1,0.04 : 1,,,,
EDUS983-01,과학교과교재연구및지도,,,,,신청없음,1 : 0.05,1 : 0.07,1 : 0.08,,,,,쿼터없음,신청없음,1 : 0.05,1 : 0.07,,,,,신청없음,신청없음,1 : 0.07,1 : 0.03,,,,,쿼터없음,1 : 0.05,1 : 0.08,1 : 0.07,,,,,쿼터없음,신청없음,신청없음,0.05 : 1,,,,
EEE1002-01,C언어기초,,,,,1 : 0.67,신청없음,신청없음,신청없음,,,,,1 : 0.24,1 : 0.05,신청없음,1 : 0.08,,,,,1 : 0.67,1 : 0.70,1 : 0.67,신청없음,,,,,1 : 0.60,1 : 0.54,1 : 0.44,1 : 0.13,,,,,0.56 : 1,0.64 : 1,0.38 : 1,0.13 : 1,,,,
EEE1002-02,C언어기초,,,,,1 : 0.81,1 : 1.43,1 : 0.67,신청없음,,,,,1 : 1.14,1 : 3.00,1 : 2.00,1 : 0.33,,,,,1 : 0.90,1 : 0.20,신청없음,신청없음,,,,,1 : 0.48,1 : 0.13,1 : 0.06,신청없음,,,,,0.68 : 1,0.18 : 1,0.25 : 1,0.08 : 1,,,,
EEE1002-03,C언어기초,,,,,1 : 0.62,1 : 0.55,신청없음,신청없음,,,,,1 : 0.67,1 : 0.20,신청없음,신청없음,,,,,1 : 0.52,1 : 0.31,1 : 0.08,신청없음,,,,,1 : 0.45,1 : 0.31,신청없음,신청없음,,,,,0.32 : 1,0.35 : 1,0.19 : 1,0.25 : 1,,,,
EEE1002-04,C언어기초,,,,,1 : 0.33,1 : 0.06,1 : 0.16,신청없음,,,,,1 : 0.52,1 : 0.46,1 : 0.10,1 : 0.17,,,,,1 : 0.43,신청없음,신청없음,신청없음,,,,,1 : 0.10,1 : 0.10,신청없음,1 : 0.05,,,,,0.24 : 1,0.36 : 1,신청없음,신청없음,,,,
EEE2011-01,전자공학세미나I,,,,,쿼터없음,1 : 0.06,1 : 0.15,쿼터없음,,,,,쿼터없음,1 : 0.04,1 : 0.20,쿼터없음,,,,,쿼터없음,1 : 0.08,1 : 0.32,쿼터없음,,,,,쿼터없음,1 : 0.04,1 : 0.16,쿼터없음,,,,,쿼터없음,0.07 : 1,0.14 : 1,0.27 : 1,,,,
EEE2052-01,디지털논리회로실험,,,,,쿼터없음,1 : 0.41,1 : 0.13,쿼터없음,,,,,쿼터없음,1 : 0.55,1 : 0.17,쿼터없음,,,,,쿼터없음,1 : 2.05,1 : 2.50,1 : 4.00,,,,,쿼터없음,1 : 1.68,1 : 2.50,1 : 3.00,,,,,쿼터없음,1.26 : 1,3.00 : 1,2.00 : 1,,,,
EEE2052-02,디지털논리회로실험,,,,,쿼터없음,1 : 1.36,1 : 2.00,쿼터없음,,,,,쿼터없음,1 : 0.86,1 : 0.60,쿼터없음,,,,,쿼터없음,1 : 0.74,1 : 0.57,신청없음,,,,,쿼터없음,1 : 0.53,1 : 0.55,신청없음,,,,,쿼터없음,1.16 : 1,4.00 : 1,신청없음,,,,
EEE2052-03,디지털논리회로실험,,,,,쿼터없음,1 : 0.82,1 : 0.33,쿼터없음,,,,,쿼터없음,1 : 0.95,1 : 0.67,쿼터없음,,,,,쿼터없음,1 : 0.79,1 : 0.67,신청없음,,,,,쿼터없음,1 : 0.53,1 : 0.64,1 : 0.20,,,,,쿼터없음,0.26 : 1,0.13 : 1,0.07 : 1,,,,
EEE2052-04,디지털논리회로실험,,,,,쿼터없음,1 : 0.82,1 : 0.17,쿼터없음,,,,,쿼터없음,1 : 0.68,1 : 0.33,쿼터없음,,,,,쿼터없음,1 : 0.89,1 : 1.25,1 : 1.00,,,,,쿼터없음,1 : 1.26,1 : 1.00,신청없음,,,,,쿼터없음,0.53 : 1,0.55 : 1,0.17 : 1,,,,
EEE2052-05,디지털논리회로실험,,,,,쿼터없음,1 : 0.09,1 : 0.14,쿼터없음,,,,,쿼터없음,1 : 0.55,1 : 0.33,쿼터없음,,,,,쿼터없음,1 : 0.32,1 : 0.27,신청없음,,,,,쿼터없음,1 : 0.68,1 : 0.38,신청없음,,,,,쿼터없음,0.74 : 1,0.29 : 1,0.17 : 1,,,,
EEE2102-01,전자장론II,,,,,쿼터없음,1 : 0.60,1 : 0.39,1 : 0.03,,,,,쿼터없음,1 : 0.50,1 : 0.28,1 : 0.06,,,,,쿼터없음,1 : 0.50,1 : 0.08,1 : 0.03,,,,,쿼터없음,1 : 0.44,1 : 0.17,1 : 0.16,,,,,쿼터없음,0.17 : 1,0.11 : 1,0.04 : 1,,,,
EEE2104-01,고급공학수학II,,,,,쿼터없음,1 : 0.80,1 : 0.30,1 : 0.17,,,,,쿼터없음,1 : 0.40,1 : 0.20,1 : 0.02,,,,,쿼터없음,1 : 1.00,1 : 1.70,1 : 0.30,,,,,쿼터없음,1 : 1.06,1 : 1.47,1 : 0.20,,,,,쿼터없음,0.67 : 1,0.50 : 1,0.15 : 1,,,,
EEE2104-02,고급공학수학II,,,,,쿼터없음,1 : 0.52,1 : 0.24,1 : 0.06,,,,,쿼터없음,1 : 0.72,1 : 0.17,1 : 0.17,,,,,쿼터없음,1 : 0.86,1 : 0.71,1 : 0.07,,,,,쿼터없음,1 : 0.11,1 : 0.08,1 : 0.01,,,,,쿼터없음,0.50 : 1,0.33 : 1,0.25 : 1,,,,
EEE2108-01,공학프로그래밍,,,,,쿼터없음,1 : 0.73,1 : 0.14,1 : 0.12,,,,,쿼터없음,1 : 0.24,1 : 0.14,1 : 0.10,,,,,쿼터없음,1 : 0.28,1 : 0.11,1 : 0.03,,,,,쿼터없음,1 : 0.20,1 : 0.14,1 : 0.10,,,,,쿼터없음,1.25 : 1,2.80 : 1,0.40 : 1,,,,
EEE2108-02,공학프로그래밍,,,,,쿼터없음,1 : 0.50,1 : 0.17,1 : 0.19,,,,,쿼터없음,1 : 0.80,1 : 0.47,1 : 0.15,,,,,쿼터없음,1 : 0.56,1 : 0.29,1 : 0.25,,,,,쿼터없음,1 : 0.90,1 : 1.71,1 : 0.33,,,,,쿼터없음,0.80 : 1,0.67 : 1,0.38 : 1,,,,
EEE2111-01,기초회로이론,,,,,1 : 0.30,1 : 0.21,1 : 0.05,신청없음,,,,,1 : 0.35,1 : 0.14,1 : 0.02,신청없음,,,,,1 : 0.53,1 : 0.59,1 : 0.27,1 : 0.12,,,,,1 : 0.36,1 : 0.23,1 : 0.07,1 : 0.02,,,,,0.56 : 1,0.73 : 1,0.76 : 1,1.14 : 1,,,,
EEE2111-02,기초회로이론,,,,,1 : 0.23,1 : 0.20,신청없음,1 : 0.02,,,,,1 : 0.48,1 : 0.61,1 : 0.09,1 : 0.07,,,,,1 : 0.30,1 : 0.42,1 : 0.16,1 : 0.11,,,,,1 : 0.47,1 : 0.62,1 : 0.33,1 : 0.23,,,,,0.76 : 1,0.44 : 1,0.20 : 1,쿼터없음,,,,
EEE2111-03,기초회로이론,,,,,1 : 0.55,1 : 0.39,1 : 0.11,신청없음,,,,,1 : 0.35,1 : 0.25,1 : 0.05,1 : 0.02,,,,,1 : 0.53,1 : 0.03,1 : 0.03,신청없음,,,,,,,,,,,,,,,,,,,,
EEE2120-01,물리전자공학I,,,,,쿼터없음,1 : 0.57,1 : 0.20,1 : 0.05,,,,,쿼터없음,1 : 0.48,1 : 0.08,1 : 0.02,,,,,쿼터없음,1 : 0.35,1 : 0.17,1 : 0.04,,,,,쿼터없음,1 : 0.10,1 : 0.03,1 : 0.01,,,,,쿼터없음,0.62 : 1,0.40 : 1,0.19 : 1,,,,
EEE2120-02,물리전자공학I,,,,,쿼터없음,1 : 0.48,1 : 0.24,1 : 0.05,,,,,쿼터없음,1 : 0.67,1 : 0.25,1 : 0.06,,,,,쿼터없음,1 : 0.73,1 : 0.31,1 : 0.13,,,,,쿼터없음,1 : 1.33,1 : 2.07,1 : 0.40,,,,,쿼터없음,0.55 : 1,0.41 : 1,0.29 : 1,,,,
EEE2153-01,신호및시스템,,,,,쿼터없음,1 : 0.48,1 : 0.33,1 : 0.05,,,,,쿼터없음,1 : 0.42,1 : 0.24,1 : 0.04,,,,,쿼터없음,1 : 0.62,1 : 0.34,쿼터없음,,,,,쿼터없음,1 : 0.14,1 : 0.08,신청없음,,,,,쿼터없음,0.59 : 1,0.62 : 1,0.40 : 1,,,,
EEE2153-02,신호및시스템,,,,,쿼터없음,1 : 0.38,1 : 0.15,1 : 0.04,,,,,쿼터없음,1 : 0.60,1 : 0.21,1 : 0.05,,,,,쿼터없음,1 : 0.87,1 : 0.61,쿼터없음,,,,,쿼터없음,1 : 0.94,1 : 1.04,1 : 0.70,,,,,쿼터없음,0.40 : 1,0.17 : 1,0.10 : 1,,,,
EEE3132-01,전자회로II,,,,,쿼터없음,쿼터없음,1 : 0.33,1 : 0.08,,,,,쿼터없음,쿼터없음,1 : 0.55,1 : 0.06,,,,,쿼터없음,쿼터없음,1 : 0.32,1 : 0.07,,,,,쿼터없음,쿼터없음,1 : 0.92,1 : 1.22,,,,,쿼터없음,쿼터없음,0.42 : 1,0.22 : 1,,,,
EEE3132-02,전자회로II,,,,,쿼터없음,쿼터없음,1 : 0.42,1 : 0.07,,,,,쿼터없음,쿼터없음,1 : 0.20,1 : 0.06,,,,,쿼터없음,쿼터없음,1 : 0.27,1 : 0.11,,,,,쿼터없음,쿼터없음,1 : 0.74,1 : 0.56,,,,,,,,,,,,
EEE3142-01,디지털제어,,,,,쿼터없음,쿼터없음,1 : 0.15,1 : 0.06,,,,,쿼터없음,쿼터없음,1 : 0.17,1 : 0.06,,,,,쿼터없음,쿼터없음,1 : 0.15,1 : 0.07,,,,,쿼터없음,쿼터없음,1 : 0.57,1 : 0.39,,,,,,,,,,,,
EEE3146-01,반도체공학I,,,,,쿼터없음,쿼터없음,1 : 0.26,신청없음,,,,,쿼터없음,쿼터없음,1 : 0.47,1 : 0.18,,,,,쿼터없음,쿼터없음,1 : 0.58,1 : 0.20,,,,,쿼터없음,쿼터없음,1 : 0.88,1 : 0.63,,,,,쿼터없음,쿼터없음,0.56 : 1,0.40 : 1,,,,
EEE3146-02,반도체공학I,,,,,쿼터없음,쿼터없음,1 : 0.43,1 : 0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEE3149-01,디지털통신,,,,,쿼터없음,쿼터없음,1 : 0.26,1 : 0.15,,,,,쿼터없음,쿼터없음,1 : 0.44,1 : 0.11,,,,,쿼터없음,신청없음,1 : 0.45,1 : 0.24,,,,,쿼터없음,신청없음,1 : 0.48,1 : 0.15,,,,,쿼터없음,쿼터없음,0.55 : 1,0.33 : 1,,,,
EEE3149-02,디지털통신,,,,,쿼터없음,쿼터없음,1 : 0.58,1 : 0.16,,,,,쿼터없음,쿼터없음,1 : 0.38,1 : 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
